
1. Graph gelesen

1 : 2 3 4
14 : 11 12 13

93. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 10 12
9 : 6 7 12
10 : 6 8 13
11 : 7 13 14
12 : 8 9 14
13 : 10 11 14
14 : 11 12 13

94. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 10 12
9 : 6 7 13
10 : 6 8 14
11 : 7 12 13
12 : 8 11 14
13 : 9 11 14
14 : 10 12 13

95. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 10 12
9 : 6 7 13
10 : 6 8 14
11 : 7 12 14
12 : 8 11 13
13 : 9 12 14
14 : 10 11 13

96. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 10 12
9 : 6 7 13
10 : 6 8 14
11 : 7 13 14
12 : 8 13 14
13 : 9 11 12
14 : 10 11 12

97. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 11 12
9 : 6 7 11
10 : 6 13 14
11 : 7 8 9
12 : 8 13 14
13 : 10 12 14
14 : 10 12 13

98. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 11 12
9 : 6 7 12
10 : 6 13 14
11 : 7 8 13
12 : 8 9 14
13 : 10 11 14
14 : 10 12 13

99. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 11 14
11 : 7 8 10
12 : 8 13 14
13 : 9 12 14
14 : 10 12 13

100. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 12 13
11 : 7 8 14
12 : 8 10 14
13 : 9 10 14
14 : 11 12 13

101. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 12 14
11 : 7 8 13
12 : 8 10 14
13 : 9 11 14
14 : 10 12 13

102. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 12 14
11 : 7 8 14
12 : 8 10 13
13 : 9 12 14
14 : 10 11 13

103. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 13 14
11 : 7 8 12
12 : 8 11 14
13 : 9 10 14
14 : 10 12 13

104. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 13 14
11 : 7 8 14
12 : 8 13 14
13 : 9 10 12
14 : 10 11 12

105. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 12 13
9 : 6 7 11
10 : 6 12 13
11 : 7 9 14
12 : 8 10 14
13 : 8 10 14
14 : 11 12 13

106. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 12 13
9 : 6 7 11
10 : 6 12 14
11 : 7 9 13
12 : 8 10 14
13 : 8 11 14
14 : 10 12 13

107. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 11 13
11 : 7 10 14
12 : 8 9 14
13 : 8 10 14
14 : 11 12 13

108. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 11 14
11 : 7 10 13
12 : 8 9 14
13 : 8 11 14
14 : 10 12 13

109. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 11 14
11 : 7 10 14
12 : 8 9 13
13 : 8 12 14
14 : 10 11 13

110. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 13 14
11 : 7 12 14
12 : 8 9 11
13 : 8 10 14
14 : 10 11 13

111. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 13 14
11 : 7 13 14
12 : 8 9 14
13 : 8 10 11
14 : 10 11 12

112. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 9 11
8 : 5 12 13
9 : 6 7 14
10 : 6 12 13
11 : 7 12 14
12 : 8 10 11
13 : 8 10 14
14 : 9 11 13

113. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 11 12
9 : 6 11 13
10 : 6 13 14
11 : 7 8 9
12 : 7 8 14
13 : 9 10 14
14 : 10 12 13

114. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 11 12
9 : 6 13 14
10 : 6 13 14
11 : 7 8 13
12 : 7 8 14
13 : 9 10 11
14 : 9 10 12

115. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 11 13
9 : 6 11 12
10 : 6 13 14
11 : 7 8 9
12 : 7 9 14
13 : 8 10 14
14 : 10 12 13

116. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 11 13
9 : 6 11 14
10 : 6 12 13
11 : 7 8 9
12 : 7 10 14
13 : 8 10 14
14 : 9 12 13

117. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 11 13
9 : 6 11 14
10 : 6 12 14
11 : 7 8 9
12 : 7 10 13
13 : 8 12 14
14 : 9 10 13

118. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 11 13
9 : 6 12 14
10 : 6 13 14
11 : 7 8 12
12 : 7 9 11
13 : 8 10 14
14 : 9 10 13

119. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 11 13
9 : 6 12 14
10 : 6 13 14
11 : 7 8 14
12 : 7 9 13
13 : 8 10 12
14 : 9 10 11

120. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 13 14
9 : 6 11 12
10 : 6 13 14
11 : 7 9 12
12 : 7 9 11
13 : 8 10 14
14 : 8 10 13

121. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 13 14
9 : 6 11 12
10 : 6 13 14
11 : 7 9 13
12 : 7 9 14
13 : 8 10 11
14 : 8 10 12

122. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 13 14
9 : 6 11 13
10 : 6 12 14
11 : 7 9 12
12 : 7 10 11
13 : 8 9 14
14 : 8 10 13

123. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 9 10
7 : 5 11 12
8 : 5 13 14
9 : 6 11 13
10 : 6 12 14
11 : 7 9 14
12 : 7 10 13
13 : 8 9 12
14 : 8 10 11

124. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 7
7 : 5 6 8
8 : 7 9 10
9 : 8 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 13 14
13 : 10 12 14
14 : 11 12 13

125. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 7
7 : 5 6 8
8 : 7 9 10
9 : 8 11 12
10 : 8 13 14
11 : 9 12 13
12 : 9 11 14
13 : 10 11 14
14 : 10 12 13

126. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 7
7 : 5 6 8
8 : 7 9 10
9 : 8 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

127. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 13 14
13 : 10 12 14
14 : 11 12 13

128. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 12 13
12 : 9 11 14
13 : 10 11 14
14 : 10 12 13

129. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

130. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 13 14
13 : 10 12 14
14 : 11 12 13

131. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 12 13
11 : 8 13 14
12 : 9 10 14
13 : 10 11 14
14 : 11 12 13

132. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 13 14
11 : 8 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

133. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 11 12
9 : 7 10 11
10 : 7 9 13
11 : 8 9 14
12 : 8 13 14
13 : 10 12 14
14 : 11 12 13

134. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 12 13
12 : 8 11 14
13 : 9 11 14
14 : 10 12 13

135. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 13 14
12 : 8 13 14
13 : 9 11 12
14 : 10 11 12

136. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 11 12
9 : 7 11 12
10 : 7 13 14
11 : 8 9 13
12 : 8 9 14
13 : 10 11 14
14 : 10 12 13

137. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 11 12
9 : 7 11 13
10 : 7 12 13
11 : 8 9 14
12 : 8 10 14
13 : 9 10 14
14 : 11 12 13

138. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 11 12
9 : 7 11 13
10 : 7 12 14
11 : 8 9 13
12 : 8 10 14
13 : 9 11 14
14 : 10 12 13

139. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 11 12
9 : 7 11 13
10 : 7 12 14
11 : 8 9 14
12 : 8 10 13
13 : 9 12 14
14 : 10 11 13

140. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 6
5 : 2 4 7
6 : 3 4 8
7 : 5 9 10
8 : 6 11 12
9 : 7 11 13
10 : 7 13 14
11 : 8 9 14
12 : 8 13 14
13 : 9 10 12
14 : 10 11 12

141. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 7 8
7 : 4 5 6
8 : 6 9 10
9 : 8 11 12
10 : 8 13 14
11 : 9 12 13
12 : 9 11 14
13 : 10 11 14
14 : 10 12 13

142. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 7 8
7 : 4 5 6
8 : 6 9 10
9 : 8 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

143. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 8
8 : 6 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 12 13
12 : 9 11 14
13 : 10 11 14
14 : 10 12 13

144. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 8
8 : 6 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

145. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 9 11
9 : 6 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 13 14
13 : 10 12 14
14 : 11 12 13

146. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 12 13
12 : 9 11 14
13 : 10 11 14
14 : 10 12 13

147. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

148. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 10 11
9 : 6 11 12
10 : 7 8 13
11 : 8 9 14
12 : 9 13 14
13 : 10 12 14
14 : 11 12 13

149. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 10 11
9 : 6 12 13
10 : 7 8 12
11 : 8 13 14
12 : 9 10 14
13 : 9 11 14
14 : 11 12 13

150. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 10 11
9 : 6 12 13
10 : 7 8 14
11 : 8 12 13
12 : 9 11 14
13 : 9 11 14
14 : 10 12 13

151. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 11 12
9 : 6 11 13
10 : 7 11 14
11 : 8 9 10
12 : 8 13 14
13 : 9 12 14
14 : 10 12 13

152. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 11 12
9 : 6 11 13
10 : 7 12 13
11 : 8 9 14
12 : 8 10 14
13 : 9 10 14
14 : 11 12 13

153. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 11 12
9 : 6 11 13
10 : 7 12 14
11 : 8 9 14
12 : 8 10 13
13 : 9 12 14
14 : 10 11 13

154. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 11 12
9 : 6 13 14
10 : 7 11 13
11 : 8 10 12
12 : 8 11 14
13 : 9 10 14
14 : 9 12 13

155. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 7
6 : 3 8 9
7 : 4 5 10
8 : 6 11 12
9 : 6 13 14
10 : 7 11 13
11 : 8 10 14
12 : 8 13 14
13 : 9 10 12
14 : 9 11 12

156. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 8
7 : 4 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

157. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

158. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 9
8 : 5 10 11
9 : 6 7 12
10 : 8 13 14
11 : 8 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

159. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 13 14
13 : 10 12 14
14 : 11 12 13

160. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 12 13
11 : 8 13 14
12 : 9 10 14
13 : 10 11 14
14 : 11 12 13

161. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 12 13
12 : 9 11 14
13 : 10 11 14
14 : 10 12 13

162. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

163. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 10 11
9 : 6 12 13
10 : 7 8 12
11 : 8 13 14
12 : 9 10 14
13 : 9 11 14
14 : 11 12 13

164. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 10 11
9 : 6 12 13
10 : 7 8 14
11 : 8 12 13
12 : 9 11 14
13 : 9 11 14
14 : 10 12 13

165. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 10 11
9 : 6 12 13
10 : 7 8 14
11 : 8 12 14
12 : 9 11 13
13 : 9 12 14
14 : 10 11 13

166. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 10 11
10 : 7 9 13
11 : 8 9 14
12 : 8 13 14
13 : 10 12 14
14 : 11 12 13

167. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 10 13
10 : 7 9 11
11 : 8 10 14
12 : 8 13 14
13 : 9 12 14
14 : 11 12 13

168. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 10 13
10 : 7 9 14
11 : 8 12 13
12 : 8 11 14
13 : 9 11 14
14 : 10 12 13

169. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 10 13
10 : 7 9 14
11 : 8 13 14
12 : 8 13 14
13 : 9 11 12
14 : 10 11 12

170. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 11 12
10 : 7 13 14
11 : 8 9 13
12 : 8 9 14
13 : 10 11 14
14 : 10 12 13

171. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 11 13
10 : 7 11 14
11 : 8 9 10
12 : 8 13 14
13 : 9 12 14
14 : 10 12 13

172. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 11 13
10 : 7 12 13
11 : 8 9 14
12 : 8 10 14
13 : 9 10 14
14 : 11 12 13

173. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 11 13
10 : 7 12 14
11 : 8 9 13
12 : 8 10 14
13 : 9 11 14
14 : 10 12 13

174. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 11 13
10 : 7 12 14
11 : 8 9 14
12 : 8 10 13
13 : 9 12 14
14 : 10 11 13

175. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 11 13
10 : 7 13 14
11 : 8 9 12
12 : 8 11 14
13 : 9 10 14
14 : 10 12 13

176. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 11 13
10 : 7 13 14
11 : 8 9 14
12 : 8 13 14
13 : 9 10 12
14 : 10 11 12

177. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 13 14
10 : 7 11 12
11 : 8 10 13
12 : 8 10 14
13 : 9 11 14
14 : 9 12 13

178. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 13 14
10 : 7 11 13
11 : 8 10 12
12 : 8 11 14
13 : 9 10 14
14 : 9 12 13

179. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 13 14
10 : 7 11 13
11 : 8 10 14
12 : 8 13 14
13 : 9 10 12
14 : 9 11 12

180. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 7 9
7 : 4 6 10
8 : 5 11 12
9 : 6 13 14
10 : 7 13 14
11 : 8 12 13
12 : 8 11 14
13 : 9 10 11
14 : 9 10 12

181. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 9
8 : 5 7 11
9 : 6 7 12
10 : 6 12 13
11 : 8 13 14
12 : 9 10 14
13 : 10 11 14
14 : 11 12 13

182. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 9
8 : 5 7 11
9 : 6 7 12
10 : 6 13 14
11 : 8 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

183. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 11
9 : 6 12 13
10 : 6 12 13
11 : 7 8 14
12 : 9 10 14
13 : 9 10 14
14 : 11 12 13

184. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 10 11
10 : 6 9 13
11 : 7 9 14
12 : 8 13 14
