
1. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 11 13
10 : 7 14 15
11 : 8 9 16
12 : 8 14 15
13 : 9 14 16
14 : 10 12 13
15 : 10 12 16
16 : 11 13 15

230. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 13 14
11 : 8 13 15
12 : 8 15 16
13 : 9 10 11
14 : 9 10 16
15 : 11 12 16
16 : 12 14 15

231. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 13 14
11 : 8 15 16
12 : 8 15 16
13 : 9 10 15
14 : 9 10 16
15 : 11 12 13
16 : 11 12 14

232. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 13 15
11 : 8 13 14
12 : 8 15 16
13 : 9 10 11
14 : 9 11 16
15 : 10 12 16
16 : 12 14 15

233. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 13 15
11 : 8 13 16
12 : 8 14 15
13 : 9 10 11
14 : 9 12 16
15 : 10 12 16
16 : 11 14 15

234. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 13 15
11 : 8 13 16
12 : 8 14 16
13 : 9 10 11
14 : 9 12 15
15 : 10 14 16
16 : 11 12 15

235. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 13 15
11 : 8 14 16
12 : 8 15 16
13 : 9 10 14
14 : 9 11 13
15 : 10 12 16
16 : 11 12 15

236. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 13 15
11 : 8 14 16
12 : 8 15 16
13 : 9 10 16
14 : 9 11 15
15 : 10 12 14
16 : 11 12 13

237. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 15 16
11 : 8 13 14
12 : 8 15 16
13 : 9 11 14
14 : 9 11 13
15 : 10 12 16
16 : 10 12 15

238. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 15 16
11 : 8 13 14
12 : 8 15 16
13 : 9 11 15
14 : 9 11 16
15 : 10 12 13
16 : 10 12 14

239. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 15 16
11 : 8 13 15
12 : 8 14 16
13 : 9 11 14
14 : 9 12 13
15 : 10 11 16
16 : 10 12 15

240. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 6 7
6 : 4 5 8
7 : 5 9 10
8 : 6 11 12
9 : 7 13 14
10 : 7 15 16
11 : 8 13 15
12 : 8 14 16
13 : 9 11 16
14 : 9 12 15
15 : 10 11 14
16 : 10 12 13

241. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 9
9 : 7 8 10
10 : 9 11 12
11 : 10 13 14
12 : 10 13 15
13 : 11 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

242. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 9
9 : 7 8 10
10 : 9 11 12
11 : 10 13 14
12 : 10 15 16
13 : 11 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

243. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 9
9 : 7 8 10
10 : 9 11 12
11 : 10 13 14
12 : 10 15 16
13 : 11 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

244. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 10 11
10 : 8 9 12
11 : 9 13 14
12 : 10 13 15
13 : 11 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

245. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 10 11
10 : 8 9 12
11 : 9 13 14
12 : 10 15 16
13 : 11 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

246. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 10 11
10 : 8 9 12
11 : 9 13 14
12 : 10 15 16
13 : 11 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

247. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 11 12
11 : 9 10 13
12 : 9 10 14
13 : 11 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

248. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 11 13
11 : 9 10 12
12 : 9 11 14
13 : 10 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

249. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 13 15
13 : 10 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

250. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 14 15
13 : 10 15 16
14 : 11 12 16
15 : 12 13 16
16 : 13 14 15

251. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 15 16
13 : 10 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

252. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 12 13
12 : 9 11 15
13 : 10 11 16
14 : 10 15 16
15 : 12 14 16
16 : 13 14 15

253. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 12 15
12 : 9 11 15
13 : 10 14 16
14 : 10 13 16
15 : 11 12 16
16 : 13 14 15

254. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 12 15
12 : 9 11 16
13 : 10 14 15
14 : 10 13 16
15 : 11 13 16
16 : 12 14 15

255. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 12 15
12 : 9 11 16
13 : 10 15 16
14 : 10 15 16
15 : 11 13 14
16 : 12 13 14

256. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 15 16
13 : 10 11 15
14 : 10 11 16
15 : 12 13 16
16 : 12 14 15

257. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 14 15
13 : 10 11 16
14 : 10 12 16
15 : 11 12 16
16 : 13 14 15

258. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 14 16
13 : 10 11 15
14 : 10 12 16
15 : 11 13 16
16 : 12 14 15

259. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 14 16
13 : 10 11 16
14 : 10 12 15
15 : 11 14 16
16 : 12 13 15

260. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 8
7 : 5 6 9
8 : 5 6 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 15 16
13 : 10 11 16
14 : 10 15 16
15 : 11 12 14
16 : 12 13 14

261. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 9
9 : 6 8 10
10 : 9 11 12
11 : 10 13 14
12 : 10 13 15
13 : 11 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

262. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 9
9 : 6 8 10
10 : 9 11 12
11 : 10 13 14
12 : 10 15 16
13 : 11 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

263. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 9
9 : 6 8 10
10 : 9 11 12
11 : 10 13 14
12 : 10 15 16
13 : 11 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

264. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 10 11
10 : 8 9 12
11 : 9 13 14
12 : 10 13 15
13 : 11 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

265. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 10 11
10 : 8 9 12
11 : 9 13 14
12 : 10 15 16
13 : 11 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

266. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 10 11
10 : 8 9 12
11 : 9 13 14
12 : 10 15 16
13 : 11 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

267. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 11 13
11 : 9 10 12
12 : 9 11 14
13 : 10 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

268. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 11 13
11 : 9 10 13
12 : 9 14 15
13 : 10 11 16
14 : 12 15 16
15 : 12 14 16
16 : 13 14 15

269. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 13 15
13 : 10 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

270. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 14 15
13 : 10 15 16
14 : 11 12 16
15 : 12 13 16
16 : 13 14 15

271. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 15 16
13 : 10 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

272. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 15 16
13 : 10 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

273. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 12 13
12 : 9 11 15
13 : 10 11 16
14 : 10 15 16
15 : 12 14 16
16 : 13 14 15

274. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 12 15
12 : 9 11 15
13 : 10 14 16
14 : 10 13 16
15 : 11 12 16
16 : 13 14 15

275. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 12 15
12 : 9 11 16
13 : 10 14 15
14 : 10 13 16
15 : 11 13 16
16 : 12 14 15

276. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 12 15
12 : 9 11 16
13 : 10 15 16
14 : 10 15 16
15 : 11 13 14
16 : 12 13 14

277. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 15 16
13 : 10 11 15
14 : 10 11 16
15 : 12 13 16
16 : 12 14 15

278. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 13 16
13 : 10 11 12
14 : 10 15 16
15 : 11 14 16
16 : 12 14 15

279. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 14 15
13 : 10 11 16
14 : 10 12 16
15 : 11 12 16
16 : 13 14 15

280. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 14 16
13 : 10 11 15
14 : 10 12 16
15 : 11 13 16
16 : 12 14 15

281. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 14 16
13 : 10 11 16
14 : 10 12 15
15 : 11 14 16
16 : 12 13 15

282. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 15 16
13 : 10 11 14
14 : 10 13 16
15 : 11 12 16
16 : 12 14 15

283. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 15 16
13 : 10 11 16
14 : 10 15 16
15 : 11 12 14
16 : 12 13 14

284. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 8
8 : 5 7 10
9 : 6 11 12
10 : 8 13 14
11 : 9 15 16
12 : 9 15 16
13 : 10 14 15
14 : 10 13 16
15 : 11 12 13
16 : 11 12 14

285. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 10
9 : 6 8 11
10 : 7 8 12
11 : 9 13 14
12 : 10 13 15
13 : 11 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

286. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 10
9 : 6 8 11
10 : 7 8 12
11 : 9 13 14
12 : 10 15 16
13 : 11 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

287. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 10
9 : 6 8 11
10 : 7 8 12
11 : 9 13 14
12 : 10 15 16
13 : 11 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

288. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 11
10 : 7 12 13
11 : 8 9 14
12 : 10 13 15
13 : 10 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

289. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 11
10 : 7 12 13
11 : 8 9 14
12 : 10 14 15
13 : 10 15 16
14 : 11 12 16
15 : 12 13 16
16 : 13 14 15

290. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 11
10 : 7 12 13
11 : 8 9 14
12 : 10 15 16
13 : 10 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

291. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 11 12
11 : 8 10 13
12 : 9 10 14
13 : 11 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

292. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 11 13
11 : 8 10 12
12 : 9 11 14
13 : 10 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

293. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 11 13
11 : 8 10 13
12 : 9 14 15
13 : 10 11 16
14 : 12 15 16
15 : 12 14 16
16 : 13 14 15

294. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 13 15
13 : 10 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

295. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 14 15
13 : 10 15 16
14 : 11 12 16
15 : 12 13 16
16 : 13 14 15

296. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 15 16
13 : 10 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

297. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 15 16
13 : 10 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

298. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 12 13
12 : 9 11 15
13 : 10 11 16
14 : 10 15 16
15 : 12 14 16
16 : 13 14 15

299. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 12 15
12 : 9 11 15
13 : 10 14 16
14 : 10 13 16
15 : 11 12 16
16 : 13 14 15

300. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 12 15
12 : 9 11 16
13 : 10 14 15
14 : 10 13 16
15 : 11 13 16
16 : 12 14 15

301. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 12 15
12 : 9 11 16
13 : 10 15 16
14 : 10 15 16
15 : 11 13 14
16 : 12 13 14

302. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 13 14
12 : 9 15 16
13 : 10 11 15
14 : 10 11 16
15 : 12 13 16
16 : 12 14 15

303. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 13 16
13 : 10 11 12
14 : 10 15 16
15 : 11 14 16
16 : 12 14 15

304. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 14 15
13 : 10 11 16
14 : 10 12 16
15 : 11 12 16
16 : 13 14 15

305. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 14 16
13 : 10 11 15
14 : 10 12 16
15 : 11 13 16
16 : 12 14 15

306. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 14 16
13 : 10 11 16
14 : 10 12 15
15 : 11 14 16
16 : 12 13 15

307. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 15 16
13 : 10 11 14
14 : 10 13 16
15 : 11 12 16
16 : 12 14 15

308. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 15 16
13 : 10 11 16
14 : 10 15 16
15 : 11 12 14
16 : 12 13 14

309. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
6 : 4 7 9
7 : 5 6 10
8 : 5 9 11
9 : 6 8 12
10 : 7 13 14
11 : 8 15 16
12 : 9 15 16
13 : 10 14 15
14 : 10 13 16
15 : 11 12 13
16 : 11 12 14

310. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 6
5 : 3 7 8
