
1. Graph gelesen

1 : 2 3 4 5 6
12 : 5 7 8 10 11

2164. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 10 11
7 : 2 8 9 11 12
8 : 3 5 7 10 12
9 : 4 6 7 10 12
10 : 4 6 8 9 11
11 : 5 6 7 10 12
12 : 5 7 8 9 11

2165. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 10 11
7 : 2 8 9 11 12
8 : 3 5 7 10 12
9 : 4 6 7 11 12
10 : 4 6 8 11 12
11 : 5 6 7 9 10
12 : 5 7 8 9 10

2166. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 10 11
7 : 2 8 9 11 12
8 : 3 5 7 11 12
9 : 4 6 7 10 12
10 : 4 6 9 11 12
11 : 5 6 7 8 10
12 : 5 7 8 9 10

2167. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 10 11
7 : 2 9 10 11 12
8 : 3 5 9 10 11
9 : 4 6 7 8 12
10 : 4 6 7 8 12
11 : 5 6 7 8 12
12 : 5 7 9 10 11

2168. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 10 11
7 : 2 9 10 11 12
8 : 3 5 9 10 12
9 : 4 6 7 8 11
10 : 4 6 7 8 12
11 : 5 6 7 9 12
12 : 5 7 8 10 11

2169. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 10 11
7 : 2 9 10 11 12
8 : 3 5 9 11 12
9 : 4 6 7 8 10
10 : 4 6 7 9 12
11 : 5 6 7 8 12
12 : 5 7 8 10 11

2170. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 10 11
7 : 2 9 10 11 12
8 : 3 5 9 11 12
9 : 4 6 7 8 12
10 : 4 6 7 11 12
11 : 5 6 7 8 10
12 : 5 7 8 9 10

2171. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 5 7 9 10
9 : 4 6 7 8 12
10 : 4 7 8 11 12
11 : 5 6 7 10 12
12 : 5 6 9 10 11

2172. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 5 7 9 12
9 : 4 6 7 8 10
10 : 4 7 9 11 12
11 : 5 6 7 10 12
12 : 5 6 8 10 11

2173. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 5 7 10 11
9 : 4 6 7 10 12
10 : 4 7 8 9 12
11 : 5 6 7 8 12
12 : 5 6 9 10 11

2174. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 5 7 10 12
9 : 4 6 7 10 11
10 : 4 7 8 9 12
11 : 5 6 7 9 12
12 : 5 6 8 10 11

2175. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 5 7 10 12
9 : 4 6 7 10 12
10 : 4 7 8 9 11
11 : 5 6 7 10 12
12 : 5 6 8 9 11

2176. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 5 7 10 12
9 : 4 6 7 11 12
10 : 4 7 8 11 12
11 : 5 6 7 9 10
12 : 5 6 8 9 10

2177. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 5 7 11 12
9 : 4 6 7 10 12
10 : 4 7 9 11 12
11 : 5 6 7 8 10
12 : 5 6 8 9 10

2178. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 9 11 12
8 : 3 5 7 10 11
9 : 4 6 7 10 12
10 : 4 8 9 11 12
11 : 5 6 7 8 10
12 : 5 6 7 9 10

2179. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 5 7 9 10
9 : 4 6 8 10 11
10 : 4 7 8 9 12
11 : 5 6 7 9 12
12 : 5 6 7 10 11

2180. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 5 7 9 10
9 : 4 6 8 11 12
10 : 4 7 8 11 12
11 : 5 6 7 9 10
12 : 5 6 7 9 10

2181. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 5 7 9 11
9 : 4 6 8 10 12
10 : 4 7 9 11 12
11 : 5 6 7 8 10
12 : 5 6 7 9 10

2182. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 5 7 10 11
9 : 4 6 10 11 12
10 : 4 7 8 9 12
11 : 5 6 7 8 9
12 : 5 6 7 9 10

2183. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 9 10 11 12
8 : 3 5 9 10 11
9 : 4 6 7 8 10
10 : 4 7 8 9 12
11 : 5 6 7 8 12
12 : 5 6 7 10 11

2184. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 9 10 11 12
8 : 3 5 9 10 11
9 : 4 6 7 8 12
10 : 4 7 8 11 12
11 : 5 6 7 8 10
12 : 5 6 7 9 10

2185. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 9 10 11 12
8 : 3 5 9 11 12
9 : 4 6 7 8 10
10 : 4 7 9 11 12
11 : 5 6 7 8 10
12 : 5 6 7 8 10

2186. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 8 11 12
6 : 1 3 9 11 12
7 : 2 9 10 11 12
8 : 3 5 10 11 12
9 : 4 6 7 10 11
10 : 4 7 8 9 12
11 : 5 6 7 8 9
12 : 5 6 7 8 10

2187. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 10 11
7 : 2 8 9 11 12
8 : 3 7 10 11 12
9 : 4 5 6 7 12
10 : 4 5 6 8 12
11 : 5 6 7 8 12
12 : 7 8 9 10 11

2188. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 10 12
7 : 2 8 9 11 12
8 : 3 7 9 11 12
9 : 4 5 6 7 8
10 : 4 5 6 11 12
11 : 5 7 8 10 12
12 : 6 7 8 10 11

2189. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 10 12
7 : 2 8 9 11 12
8 : 3 7 10 11 12
9 : 4 5 6 7 11
10 : 4 5 6 8 12
11 : 5 7 8 9 12
12 : 6 7 8 10 11

2190. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 10 12
7 : 2 8 9 11 12
8 : 3 7 10 11 12
9 : 4 5 6 7 12
10 : 4 5 6 8 11
11 : 5 7 8 10 12
12 : 6 7 8 9 11

2191. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 7 10 11 12
9 : 4 5 6 7 12
10 : 4 5 7 8 12
11 : 5 6 7 8 12
12 : 6 8 9 10 11

2192. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 9 10 12
8 : 3 7 9 11 12
9 : 4 5 6 7 8
10 : 4 5 7 11 12
11 : 5 6 8 10 12
12 : 6 7 8 10 11

2193. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 9 10 12
8 : 3 7 10 11 12
9 : 4 5 6 7 11
10 : 4 5 7 8 12
11 : 5 6 8 9 12
12 : 6 7 8 10 11

2194. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 9 10 12
8 : 3 7 10 11 12
9 : 4 5 6 7 12
10 : 4 5 7 8 11
11 : 5 6 8 10 12
12 : 6 7 8 9 11

2195. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 9 11 12
8 : 3 7 9 10 12
9 : 4 5 6 7 8
10 : 4 5 8 11 12
11 : 5 6 7 10 12
12 : 6 7 8 10 11

2196. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 9 11 12
8 : 3 7 10 11 12
9 : 4 5 6 7 12
10 : 4 5 8 11 12
11 : 5 6 7 8 10
12 : 6 7 8 9 10

2197. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 7 9 10 11
9 : 4 5 6 8 12
10 : 4 5 7 8 12
11 : 5 6 7 8 12
12 : 6 7 9 10 11

2198. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 7 9 10 12
9 : 4 5 6 8 11
10 : 4 5 7 8 12
11 : 5 6 7 9 12
12 : 6 7 8 10 11

2199. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 7 9 10 12
9 : 4 5 6 8 12
10 : 4 5 7 8 11
11 : 5 6 7 10 12
12 : 6 7 8 9 11

2200. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 7 9 11 12
9 : 4 5 6 8 12
10 : 4 5 7 11 12
11 : 5 6 7 8 10
12 : 6 7 8 9 10

2201. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 7 10 11 12
9 : 4 5 6 10 12
10 : 4 5 7 8 9
11 : 5 6 7 8 12
12 : 6 7 8 9 11

2202. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 7 10 11 12
9 : 4 5 6 11 12
10 : 4 5 7 8 12
11 : 5 6 7 8 9
12 : 6 7 8 9 10

2203. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 10 11
6 : 1 3 9 11 12
7 : 2 9 10 11 12
8 : 3 9 10 11 12
9 : 4 5 6 7 8
10 : 4 5 7 8 12
11 : 5 6 7 8 12
12 : 6 7 8 10 11

2204. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 7 9 10 12
9 : 4 5 6 7 8
10 : 4 7 8 11 12
11 : 5 6 7 10 12
12 : 5 6 8 10 11

2205. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 7 10 11 12
9 : 4 5 6 7 10
10 : 4 7 8 9 12
11 : 5 6 7 8 12
12 : 5 6 8 10 11

2206. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 9 11 12
7 : 2 8 9 10 11
8 : 3 7 10 11 12
9 : 4 5 6 7 12
10 : 4 7 8 11 12
11 : 5 6 7 8 10
12 : 5 6 8 9 10

2207. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 9 11 12
7 : 2 8 9 11 12
8 : 3 7 10 11 12
9 : 4 5 6 7 10
10 : 4 8 9 11 12
11 : 5 6 7 8 10
12 : 5 6 7 8 10

2208. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 9 11 12
7 : 2 8 10 11 12
8 : 3 7 10 11 12
9 : 4 5 6 10 11
10 : 4 7 8 9 12
11 : 5 6 7 8 9
12 : 5 6 7 8 10

2209. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 9 11 12
7 : 2 9 10 11 12
8 : 3 9 10 11 12
9 : 4 5 6 7 8
10 : 4 7 8 11 12
11 : 5 6 7 8 10
12 : 5 6 7 8 10

2210. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 9 10 11
8 : 3 7 9 10 11
9 : 4 5 7 8 12
10 : 4 6 7 8 12
11 : 5 6 7 8 12
12 : 5 6 9 10 11

2211. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 9 10 11
8 : 3 7 9 10 12
9 : 4 5 7 8 11
10 : 4 6 7 8 12
11 : 5 6 7 9 12
12 : 5 6 8 10 11

2212. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 9 10 11
8 : 3 7 9 10 12
9 : 4 5 7 8 12
10 : 4 6 7 8 11
11 : 5 6 7 10 12
12 : 5 6 8 9 11

2213. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 9 10 11
8 : 3 7 9 11 12
9 : 4 5 7 8 10
10 : 4 6 7 9 12
11 : 5 6 7 8 12
12 : 5 6 8 10 11

2214. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 9 10 11
8 : 3 7 9 11 12
9 : 4 5 7 8 12
10 : 4 6 7 11 12
11 : 5 6 7 8 10
12 : 5 6 8 9 10

2215. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 9 10 11
8 : 3 7 10 11 12
9 : 4 5 7 10 12
10 : 4 6 7 8 9
11 : 5 6 7 8 12
12 : 5 6 8 9 11

2216. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 9 10 11
8 : 3 7 10 11 12
9 : 4 5 7 11 12
10 : 4 6 7 8 12
11 : 5 6 7 8 9
12 : 5 6 8 9 10

2217. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 9 11 12
8 : 3 7 9 11 12
9 : 4 5 7 8 10
10 : 4 6 9 11 12
11 : 5 6 7 8 10
12 : 5 6 7 8 10

2218. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 9 11 12
8 : 3 7 10 11 12
9 : 4 5 7 10 11
10 : 4 6 8 9 12
11 : 5 6 7 8 9
12 : 5 6 7 8 10

2219. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 8 10 11 12
8 : 3 7 9 11 12
9 : 4 5 8 10 11
10 : 4 6 7 9 12
11 : 5 6 7 8 9
12 : 5 6 7 8 10

2220. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 6 8
4 : 1 2 3 9 10
5 : 1 2 9 11 12
6 : 1 3 10 11 12
7 : 2 9 10 11 12
8 : 3 9 10 11 12
9 : 4 5 7 8 11
10 : 4 6 7 8 12
11 : 5 6 7 8 9
12 : 5 6 7 8 10

2221. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 8
6 : 1 5 9 10 11
7 : 2 5 9 10 12
8 : 3 4 5 11 12
9 : 3 6 7 11 12
10 : 4 6 7 11 12
11 : 6 8 9 10 12
12 : 7 8 9 10 11

2222. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 8
6 : 1 5 9 10 11
7 : 2 5 9 11 12
8 : 3 4 5 11 12
9 : 3 6 7 10 12
10 : 4 6 9 11 12
11 : 6 7 8 10 12
12 : 7 8 9 10 11

2223. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 8
6 : 1 5 9 11 12
7 : 2 5 9 11 12
8 : 3 4 5 10 11
9 : 3 6 7 10 12
10 : 4 8 9 11 12
11 : 6 7 8 10 12
12 : 6 7 9 10 11

2224. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 8
6 : 1 5 9 11 12
7 : 2 5 10 11 12
8 : 3 4 5 11 12
9 : 3 6 10 11 12
10 : 4 7 9 11 12
11 : 6 7 8 9 10
12 : 6 7 8 9 10

2225. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 7 10 11
7 : 2 5 6 10 12
8 : 3 4 9 11 12
9 : 3 5 8 11 12
10 : 4 6 7 11 12
11 : 6 8 9 10 12
12 : 7 8 9 10 11

2226. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 7 10 11
7 : 2 5 6 11 12
8 : 3 4 9 10 12
9 : 3 5 8 11 12
10 : 4 6 8 11 12
11 : 6 7 9 10 12
12 : 7 8 9 10 11

2227. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 7 10 11
7 : 2 5 6 11 12
8 : 3 4 9 11 12
9 : 3 5 8 10 12
10 : 4 6 9 11 12
11 : 6 7 8 10 12
12 : 7 8 9 10 11

2228. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 7 10 11
7 : 2 5 6 11 12
8 : 3 4 10 11 12
9 : 3 5 10 11 12
10 : 4 6 8 9 12
11 : 6 7 8 9 12
12 : 7 8 9 10 11

2229. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 7 11 12
7 : 2 5 6 11 12
8 : 3 4 9 10 11
9 : 3 5 8 10 12
10 : 4 8 9 11 12
11 : 6 7 8 10 12
12 : 6 7 9 10 11

2230. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 7 11 12
7 : 2 5 6 11 12
8 : 3 4 10 11 12
9 : 3 5 10 11 12
10 : 4 8 9 11 12
11 : 6 7 8 9 10
12 : 6 7 8 9 10

2231. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 8 10 11
7 : 2 5 9 10 12
8 : 3 4 6 11 12
9 : 3 5 7 11 12
10 : 4 6 7 11 12
11 : 6 8 9 10 12
12 : 7 8 9 10 11

2232. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 8 10 11
7 : 2 5 9 11 12
8 : 3 4 6 10 12
9 : 3 5 7 11 12
10 : 4 6 8 11 12
11 : 6 7 9 10 12
12 : 7 8 9 10 11

2233. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 8 10 11
7 : 2 5 9 11 12
8 : 3 4 6 11 12
9 : 3 5 7 10 12
10 : 4 6 9 11 12
11 : 6 7 8 10 12
12 : 7 8 9 10 11

2234. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 8 10 11
7 : 2 5 10 11 12
8 : 3 4 6 11 12
9 : 3 5 10 11 12
10 : 4 6 7 9 12
11 : 6 7 8 9 12
12 : 7 8 9 10 11

2235. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 8 11 12
7 : 2 5 9 10 11
8 : 3 4 6 10 12
9 : 3 5 7 11 12
10 : 4 7 8 11 12
11 : 6 7 9 10 12
12 : 6 8 9 10 11

2236. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 8 11 12
7 : 2 5 9 10 11
8 : 3 4 6 11 12
9 : 3 5 7 10 12
10 : 4 7 9 11 12
11 : 6 7 8 10 12
12 : 6 8 9 10 11

2237. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 8 11 12
7 : 2 5 9 11 12
8 : 3 4 6 10 11
9 : 3 5 7 10 12
10 : 4 8 9 11 12
11 : 6 7 8 10 12
12 : 6 7 9 10 11

2238. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 8 11 12
7 : 2 5 10 11 12
8 : 3 4 6 10 11
9 : 3 5 10 11 12
10 : 4 7 8 9 12
11 : 6 7 8 9 12
12 : 6 7 9 10 11

2239. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 8 11 12
7 : 2 5 10 11 12
8 : 3 4 6 11 12
9 : 3 5 10 11 12
10 : 4 7 9 11 12
11 : 6 7 8 9 10
12 : 6 7 8 9 10

2240. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 8 10
5 : 1 2 6 7 9
6 : 1 5 9 10 11
7 : 2 5 10 11 12
8 : 3 4 10 11 12
9 : 3 5 6 11 12
10 : 4 6 7 8 12
11 : 6 7 8 9 12
12 : 7 8 9 10 11

2241. Graph gelesen

