
1. Graph gelesen

1 : 2 3 4 5 6 7
4 : 1 2 3 6 8 10
5 : 1 2 3 8 10 11
6 : 1 2 4 9 10 11
7 : 1 3 8 9 10 11
8 : 2 4 5 7 9 11
9 : 3 6 7 8 10 11
10 : 4 5 6 7 9 11
11 : 5 6 7 8 9 10

76. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 8 10
5 : 1 2 3 9 10 11
6 : 1 2 4 9 10 11
7 : 1 3 8 9 10 11
8 : 2 4 7 9 10 11
9 : 3 5 6 7 8 11
10 : 4 5 6 7 8 11
11 : 5 6 7 8 9 10

77. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 9 10
5 : 1 2 3 7 10 11
6 : 1 2 4 8 9 11
7 : 1 3 5 8 10 11
8 : 2 6 7 9 10 11
9 : 3 4 6 8 10 11
10 : 4 5 7 8 9 11
11 : 5 6 7 8 9 10

78. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 9 10
5 : 1 2 3 7 10 11
6 : 1 2 4 8 10 11
7 : 1 3 5 8 9 11
8 : 2 6 7 9 10 11
9 : 3 4 7 8 10 11
10 : 4 5 6 8 9 11
11 : 5 6 7 8 9 10

79. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 9 10
5 : 1 2 3 8 9 11
6 : 1 2 4 8 10 11
7 : 1 3 8 9 10 11
8 : 2 5 6 7 10 11
9 : 3 4 5 7 10 11
10 : 4 6 7 8 9 11
11 : 5 6 7 8 9 10

80. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 9 10
5 : 1 2 3 8 10 11
6 : 1 2 4 7 10 11
7 : 1 3 6 8 9 11
8 : 2 5 7 9 10 11
9 : 3 4 7 8 10 11
10 : 4 5 6 8 9 11
11 : 5 6 7 8 9 10

81. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 9 10
5 : 1 2 3 8 10 11
6 : 1 2 4 8 9 11
7 : 1 3 8 9 10 11
8 : 2 5 6 7 10 11
9 : 3 4 6 7 10 11
10 : 4 5 7 8 9 11
11 : 5 6 7 8 9 10

82. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 9 10
5 : 1 2 3 8 10 11
6 : 1 2 4 8 10 11
7 : 1 3 8 9 10 11
8 : 2 5 6 7 9 11
9 : 3 4 7 8 10 11
10 : 4 5 6 7 9 11
11 : 5 6 7 8 9 10

83. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 9 10
5 : 1 2 3 8 10 11
6 : 1 2 4 9 10 11
7 : 1 3 8 9 10 11
8 : 2 5 7 9 10 11
9 : 3 4 6 7 8 11
10 : 4 5 6 7 8 11
11 : 5 6 7 8 9 10

84. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 9 10
5 : 1 2 3 9 10 11
6 : 1 2 4 8 10 11
7 : 1 3 8 9 10 11
8 : 2 6 7 9 10 11
9 : 3 4 5 7 8 11
10 : 4 5 6 7 8 11
11 : 5 6 7 8 9 10

85. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 10 11
5 : 1 2 3 7 10 11
6 : 1 2 4 8 9 10
7 : 1 3 5 8 9 11
8 : 2 6 7 9 10 11
9 : 3 6 7 8 10 11
10 : 4 5 6 8 9 11
11 : 4 5 7 8 9 10

86. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 10 11
5 : 1 2 3 8 9 10
6 : 1 2 4 7 10 11
7 : 1 3 6 8 9 11
8 : 2 5 7 9 10 11
9 : 3 5 7 8 10 11
10 : 4 5 6 8 9 11
11 : 4 6 7 8 9 10

87. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 10 11
5 : 1 2 3 8 9 10
6 : 1 2 4 8 9 11
7 : 1 3 8 9 10 11
8 : 2 5 6 7 10 11
9 : 3 5 6 7 10 11
10 : 4 5 7 8 9 11
11 : 4 6 7 8 9 10

88. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 10 11
5 : 1 2 3 8 9 10
6 : 1 2 4 8 10 11
7 : 1 3 8 9 10 11
8 : 2 5 6 7 9 11
9 : 3 5 7 8 10 11
10 : 4 5 6 7 9 11
11 : 4 6 7 8 9 10

89. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 10 11
5 : 1 2 3 8 9 10
6 : 1 2 4 9 10 11
7 : 1 3 8 9 10 11
8 : 2 5 7 9 10 11
9 : 3 5 6 7 8 11
10 : 4 5 6 7 8 11
11 : 4 6 7 8 9 10

90. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 10 11
5 : 1 2 3 8 10 11
6 : 1 2 4 8 9 10
7 : 1 3 8 9 10 11
8 : 2 5 6 7 9 11
9 : 3 6 7 8 10 11
10 : 4 5 6 7 9 11
11 : 4 5 7 8 9 10

91. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 10 11
5 : 1 2 3 8 10 11
6 : 1 2 4 9 10 11
7 : 1 3 8 9 10 11
8 : 2 5 7 9 10 11
9 : 3 6 7 8 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

92. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 10 11
5 : 1 2 3 9 10 11
6 : 1 2 4 8 9 10
7 : 1 3 8 9 10 11
8 : 2 6 7 9 10 11
9 : 3 5 6 7 8 11
10 : 4 5 6 7 8 11
11 : 4 5 7 8 9 10

93. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 6 10 11
5 : 1 2 3 9 10 11
6 : 1 2 4 8 10 11
7 : 1 3 8 9 10 11
8 : 2 6 7 9 10 11
9 : 3 5 7 8 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

94. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 9 10
5 : 1 2 3 8 9 11
6 : 1 2 7 8 10 11
7 : 1 3 6 9 10 11
8 : 2 4 5 6 10 11
9 : 3 4 5 7 10 11
10 : 4 6 7 8 9 11
11 : 5 6 7 8 9 10

95. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 9 10
5 : 1 2 3 8 9 11
6 : 1 2 7 9 10 11
7 : 1 3 6 8 10 11
8 : 2 4 5 7 10 11
9 : 3 4 5 6 10 11
10 : 4 6 7 8 9 11
11 : 5 6 7 8 9 10

96. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 9 10
5 : 1 2 3 8 10 11
6 : 1 2 7 8 9 11
7 : 1 3 6 9 10 11
8 : 2 4 5 6 10 11
9 : 3 4 6 7 10 11
10 : 4 5 7 8 9 11
11 : 5 6 7 8 9 10

97. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 9 10
5 : 1 2 3 8 10 11
6 : 1 2 7 8 10 11
7 : 1 3 6 9 10 11
8 : 2 4 5 6 9 11
9 : 3 4 7 8 10 11
10 : 4 5 6 7 9 11
11 : 5 6 7 8 9 10

98. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 9 10
5 : 1 2 3 8 10 11
6 : 1 2 7 9 10 11
7 : 1 3 6 8 9 11
8 : 2 4 5 7 10 11
9 : 3 4 6 7 10 11
10 : 4 5 6 8 9 11
11 : 5 6 7 8 9 10

99. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 9 10
5 : 1 2 3 8 10 11
6 : 1 2 7 9 10 11
7 : 1 3 6 8 10 11
8 : 2 4 5 7 9 11
9 : 3 4 6 8 10 11
10 : 4 5 6 7 9 11
11 : 5 6 7 8 9 10

100. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 9 10
5 : 1 2 3 8 10 11
6 : 1 2 7 9 10 11
7 : 1 3 6 9 10 11
8 : 2 4 5 9 10 11
9 : 3 4 6 7 8 11
10 : 4 5 6 7 8 11
11 : 5 6 7 8 9 10

101. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 9 10
5 : 1 2 3 8 10 11
6 : 1 2 8 9 10 11
7 : 1 3 8 9 10 11
8 : 2 4 5 6 7 11
9 : 3 4 6 7 10 11
10 : 4 5 6 7 9 11
11 : 5 6 7 8 9 10

102. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 8 10 11
6 : 1 2 7 8 9 10
7 : 1 3 6 9 10 11
8 : 2 4 5 6 9 11
9 : 3 6 7 8 10 11
10 : 4 5 6 7 9 11
11 : 4 5 7 8 9 10

103. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 8 10 11
6 : 1 2 7 9 10 11
7 : 1 3 6 8 9 10
8 : 2 4 5 7 9 11
9 : 3 6 7 8 10 11
10 : 4 5 6 7 9 11
11 : 4 5 6 8 9 10

104. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 8 10 11
6 : 1 2 7 9 10 11
7 : 1 3 6 9 10 11
8 : 2 4 5 9 10 11
9 : 3 6 7 8 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

105. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 9 10 11
6 : 1 2 7 8 9 10
7 : 1 3 6 8 9 11
8 : 2 4 6 7 10 11
9 : 3 5 6 7 10 11
10 : 4 5 6 8 9 11
11 : 4 5 7 8 9 10

106. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 9 10 11
6 : 1 2 7 8 9 10
7 : 1 3 6 8 10 11
8 : 2 4 6 7 9 11
9 : 3 5 6 8 10 11
10 : 4 5 6 7 9 11
11 : 4 5 7 8 9 10

107. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 9 10 11
6 : 1 2 7 8 9 10
7 : 1 3 6 9 10 11
8 : 2 4 6 9 10 11
9 : 3 5 6 7 8 11
10 : 4 5 6 7 8 11
11 : 4 5 7 8 9 10

108. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 9 10 11
6 : 1 2 7 8 10 11
7 : 1 3 6 9 10 11
8 : 2 4 6 9 10 11
9 : 3 5 7 8 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

109. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 9 10 11
6 : 1 2 7 9 10 11
7 : 1 3 6 8 10 11
8 : 2 4 7 9 10 11
9 : 3 5 6 8 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

110. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 8 9 10 11
8 : 2 4 6 7 9 10
9 : 3 5 6 7 8 11
10 : 4 5 6 7 8 11
11 : 4 5 6 7 9 10

111. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 7 9
4 : 1 2 3 8 10 11
5 : 1 2 3 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 8 9 10 11
8 : 2 4 6 7 10 11
9 : 3 5 6 7 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

112. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 6 9 11
5 : 1 2 3 7 8 9
6 : 1 2 4 7 10 11
7 : 1 5 6 8 10 11
8 : 2 5 7 9 10 11
9 : 3 4 5 8 10 11
10 : 3 6 7 8 9 11
11 : 4 6 7 8 9 10

113. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 6 9 11
5 : 1 2 3 7 8 10
6 : 1 2 4 7 9 11
7 : 1 5 6 8 10 11
8 : 2 5 7 9 10 11
9 : 3 4 6 8 10 11
10 : 3 5 7 8 9 11
11 : 4 6 7 8 9 10

114. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 6 9 11
5 : 1 2 3 7 8 10
6 : 1 2 4 7 10 11
7 : 1 5 6 8 9 11
8 : 2 5 7 9 10 11
9 : 3 4 7 8 10 11
10 : 3 5 6 8 9 11
11 : 4 6 7 8 9 10

115. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 6 9 11
5 : 1 2 3 7 8 10
6 : 1 2 4 9 10 11
7 : 1 5 8 9 10 11
8 : 2 5 7 9 10 11
9 : 3 4 6 7 8 11
10 : 3 5 6 7 8 11
11 : 4 6 7 8 9 10

116. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 6 9 11
5 : 1 2 3 7 8 11
6 : 1 2 4 7 9 10
7 : 1 5 6 8 10 11
8 : 2 5 7 9 10 11
9 : 3 4 6 8 10 11
10 : 3 6 7 8 9 11
11 : 4 5 7 8 9 10

117. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 6 9 11
5 : 1 2 3 7 8 11
6 : 1 2 4 7 10 11
7 : 1 5 6 8 9 10
8 : 2 5 7 9 10 11
9 : 3 4 7 8 10 11
10 : 3 6 7 8 9 11
11 : 4 5 6 8 9 10

118. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 6 9 11
5 : 1 2 3 7 8 11
6 : 1 2 4 9 10 11
7 : 1 5 8 9 10 11
8 : 2 5 7 9 10 11
9 : 3 4 6 7 8 10
10 : 3 6 7 8 9 11
11 : 4 5 6 7 8 10

119. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 6 9 11
5 : 1 2 3 7 9 11
6 : 1 2 4 8 10 11
7 : 1 5 8 9 10 11
8 : 2 6 7 9 10 11
9 : 3 4 5 7 8 10
10 : 3 6 7 8 9 11
11 : 4 5 6 7 8 10

120. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 6 9 11
5 : 1 2 3 7 10 11
6 : 1 2 4 8 10 11
7 : 1 5 8 9 10 11
8 : 2 6 7 9 10 11
9 : 3 4 7 8 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

121. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 9
5 : 1 2 3 7 10 11
6 : 1 2 7 8 9 11
7 : 1 4 5 6 10 11
8 : 2 4 6 9 10 11
9 : 3 4 6 8 10 11
10 : 3 5 7 8 9 11
11 : 5 6 7 8 9 10

122. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 9
5 : 1 2 3 7 10 11
6 : 1 2 7 8 10 11
7 : 1 4 5 6 9 11
8 : 2 4 6 9 10 11
9 : 3 4 7 8 10 11
10 : 3 5 6 8 9 11
11 : 5 6 7 8 9 10

123. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 9
5 : 1 2 3 7 10 11
6 : 1 2 8 9 10 11
7 : 1 4 5 8 9 11
8 : 2 4 6 7 10 11
9 : 3 4 6 7 10 11
10 : 3 5 6 8 9 11
11 : 5 6 7 8 9 10

124. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 9
5 : 1 2 3 7 10 11
6 : 1 2 8 9 10 11
7 : 1 4 5 8 10 11
8 : 2 4 6 7 9 11
9 : 3 4 6 8 10 11
10 : 3 5 6 7 9 11
11 : 5 6 7 8 9 10

125. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 9
5 : 1 2 3 7 10 11
6 : 1 2 8 9 10 11
7 : 1 4 5 9 10 11
8 : 2 4 6 9 10 11
9 : 3 4 6 7 8 11
10 : 3 5 6 7 8 11
11 : 5 6 7 8 9 10

126. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 9
5 : 1 2 3 9 10 11
6 : 1 2 7 8 9 11
7 : 1 4 6 8 10 11
8 : 2 4 6 7 10 11
9 : 3 4 5 6 10 11
10 : 3 5 7 8 9 11
11 : 5 6 7 8 9 10

127. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 9
5 : 1 2 3 9 10 11
6 : 1 2 7 8 10 11
7 : 1 4 6 8 9 11
8 : 2 4 6 7 10 11
9 : 3 4 5 7 10 11
10 : 3 5 6 8 9 11
11 : 5 6 7 8 9 10

128. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 9
5 : 1 2 3 9 10 11
6 : 1 2 7 8 10 11
7 : 1 4 6 9 10 11
8 : 2 4 6 9 10 11
9 : 3 4 5 7 8 11
10 : 3 5 6 7 8 11
11 : 5 6 7 8 9 10

129. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 9
5 : 1 2 3 9 10 11
6 : 1 2 7 9 10 11
7 : 1 4 6 8 10 11
8 : 2 4 7 9 10 11
9 : 3 4 5 6 8 11
10 : 3 5 6 7 8 11
11 : 5 6 7 8 9 10

130. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 7 9 10
6 : 1 2 7 8 9 11
7 : 1 4 5 6 10 11
8 : 2 4 6 9 10 11
9 : 3 5 6 8 10 11
10 : 3 5 7 8 9 11
11 : 4 6 7 8 9 10

131. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 7 9 10
6 : 1 2 8 9 10 11
7 : 1 4 5 8 9 11
8 : 2 4 6 7 10 11
9 : 3 5 6 7 10 11
10 : 3 5 6 8 9 11
11 : 4 6 7 8 9 10

132. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 7 9 11
6 : 1 2 7 8 10 11
7 : 1 4 5 6 9 10
8 : 2 4 6 9 10 11
9 : 3 5 7 8 10 11
10 : 3 6 7 8 9 11
11 : 4 5 6 8 9 10

133. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 7 9 11
6 : 1 2 8 9 10 11
7 : 1 4 5 8 9 10
8 : 2 4 6 7 10 11
9 : 3 5 6 7 10 11
10 : 3 6 7 8 9 11
11 : 4 5 6 8 9 10

134. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 7 9 11
6 : 1 2 8 9 10 11
7 : 1 4 5 8 10 11
8 : 2 4 6 7 9 10
9 : 3 5 6 8 10 11
10 : 3 6 7 8 9 11
11 : 4 5 6 7 9 10

135. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 7 9 11
6 : 1 2 8 9 10 11
7 : 1 4 5 9 10 11
8 : 2 4 6 9 10 11
9 : 3 5 6 7 8 10
10 : 3 6 7 8 9 11
11 : 4 5 6 7 8 10

136. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 9 10 11
6 : 1 2 7 8 9 10
7 : 1 4 6 8 9 11
8 : 2 4 6 7 10 11
9 : 3 5 6 7 10 11
10 : 3 5 6 8 9 11
11 : 4 5 7 8 9 10

137. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 9 10 11
6 : 1 2 7 8 9 10
7 : 1 4 6 9 10 11
8 : 2 4 6 9 10 11
9 : 3 5 6 7 8 11
10 : 3 5 6 7 8 11
11 : 4 5 7 8 9 10

138. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 9 10 11
6 : 1 2 7 8 9 11
7 : 1 4 6 8 9 10
8 : 2 4 6 7 10 11
9 : 3 5 6 7 10 11
10 : 3 5 7 8 9 11
11 : 4 5 6 8 9 10

139. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 9 10 11
6 : 1 2 7 8 9 11
7 : 1 4 6 9 10 11
8 : 2 4 6 9 10 11
9 : 3 5 6 7 8 10
10 : 3 5 7 8 9 11
11 : 4 5 6 7 8 10

140. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 9 10 11
6 : 1 2 7 9 10 11
7 : 1 4 6 8 9 10
8 : 2 4 7 9 10 11
9 : 3 5 6 7 8 11
10 : 3 5 6 7 8 11
11 : 4 5 6 8 9 10

141. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 8 11
5 : 1 2 3 9 10 11
6 : 1 2 7 9 10 11
7 : 1 4 6 8 9 11
8 : 2 4 7 9 10 11
9 : 3 5 6 7 8 10
10 : 3 5 6 8 9 11
11 : 4 5 6 7 8 10

142. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 10
5 : 1 2 3 8 9 11
6 : 1 2 7 8 10 11
7 : 1 4 6 8 10 11
8 : 2 5 6 7 9 11
9 : 3 4 5 8 10 11
10 : 3 4 6 7 9 11
11 : 5 6 7 8 9 10

143. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 10
5 : 1 2 3 8 9 11
6 : 1 2 7 8 10 11
7 : 1 4 6 9 10 11
8 : 2 5 6 9 10 11
9 : 3 4 5 7 8 11
10 : 3 4 6 7 8 11
11 : 5 6 7 8 9 10

144. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 10
5 : 1 2 3 8 9 11
6 : 1 2 7 9 10 11
7 : 1 4 6 8 10 11
8 : 2 5 7 9 10 11
9 : 3 4 5 6 8 11
10 : 3 4 6 7 8 11
11 : 5 6 7 8 9 10

145. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 7 10 11
6 : 1 2 8 9 10 11
7 : 1 4 5 8 9 10
8 : 2 6 7 9 10 11
9 : 3 4 6 7 8 11
10 : 3 5 6 7 8 11
11 : 4 5 6 8 9 10

146. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 7 10 11
6 : 1 2 8 9 10 11
7 : 1 4 5 8 9 11
8 : 2 6 7 9 10 11
9 : 3 4 6 7 8 10
10 : 3 5 6 8 9 11
11 : 4 5 6 7 8 10

147. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 9 11
6 : 1 2 7 8 9 10
7 : 1 4 6 8 10 11
8 : 2 5 6 7 10 11
9 : 3 4 5 6 10 11
10 : 3 6 7 8 9 11
11 : 4 5 7 8 9 10

148. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 9 11
6 : 1 2 7 8 10 11
7 : 1 4 6 8 9 10
8 : 2 5 6 7 10 11
9 : 3 4 5 7 10 11
10 : 3 6 7 8 9 11
11 : 4 5 6 8 9 10

149. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 9 11
6 : 1 2 7 8 10 11
