
1. Graph gelesen

1 : 2 3 4 5
98. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 8 9
6 : 2 9 10 11
7 : 3 4 10 11
8 : 4 5 10 11
9 : 5 6 10 11
10 : 6 7 8 9
11 : 6 7 8 9

99. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 7 8 9
7 : 3 4 6 11
8 : 4 6 10 11
9 : 5 6 10 11
10 : 5 8 9 11
11 : 7 8 9 10

100. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 7 9 10
7 : 3 4 6 11
8 : 4 9 10 11
9 : 5 6 8 11
10 : 5 6 8 11
11 : 7 8 9 10

101. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 7 9 11
7 : 3 4 6 11
8 : 4 9 10 11
9 : 5 6 8 10
10 : 5 8 9 11
11 : 6 7 8 10

102. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 8 9 10
7 : 3 4 9 11
8 : 4 6 10 11
9 : 5 6 7 11
10 : 5 6 8 11
11 : 7 8 9 10

103. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 8 9 11
7 : 3 4 9 10
8 : 4 6 10 11
9 : 5 6 7 11
10 : 5 7 8 11
11 : 6 8 9 10

104. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 8 9 11
7 : 3 4 9 11
8 : 4 6 10 11
9 : 5 6 7 10
10 : 5 8 9 11
11 : 6 7 8 10

105. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 8 9 11
7 : 3 4 10 11
8 : 4 6 9 10
9 : 5 6 8 11
10 : 5 7 8 11
11 : 6 7 9 10

106. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 8 9 11
7 : 3 4 10 11
8 : 4 6 9 11
9 : 5 6 8 10
10 : 5 7 9 11
11 : 6 7 8 10

107. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 8 9 11
7 : 3 4 10 11
8 : 4 6 10 11
9 : 5 6 10 11
10 : 5 7 8 9
11 : 6 7 8 9

108. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 9 10 11
7 : 3 4 8 11
8 : 4 7 9 10
9 : 5 6 8 11
10 : 5 6 8 11
11 : 6 7 9 10

109. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 9 10 11
7 : 3 4 8 11
8 : 4 7 9 11
9 : 5 6 8 10
10 : 5 6 9 11
11 : 6 7 8 10

110. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 9 10 11
7 : 3 4 9 11
8 : 4 9 10 11
9 : 5 6 7 8
10 : 5 6 8 11
11 : 6 7 8 10

111. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 9
6 : 2 7 10 11
7 : 3 6 10 11
8 : 4 5 10 11
9 : 4 5 10 11
10 : 6 7 8 9
11 : 6 7 8 9

112. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 8 9
7 : 3 6 10 11
8 : 4 5 6 11
9 : 4 6 10 11
10 : 5 7 9 11
11 : 7 8 9 10

113. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 8 10
7 : 3 6 9 11
8 : 4 5 6 11
9 : 4 7 10 11
10 : 5 6 9 11
11 : 7 8 9 10

114. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 8 11
7 : 3 6 9 10
8 : 4 5 6 11
9 : 4 7 10 11
10 : 5 7 9 11
11 : 6 8 9 10

115. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 8 11
7 : 3 6 9 11
8 : 4 5 6 10
9 : 4 7 10 11
10 : 5 8 9 11
11 : 6 7 9 10

116. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 8 11
7 : 3 6 10 11
8 : 4 5 6 9
9 : 4 8 10 11
10 : 5 7 9 11
11 : 6 7 9 10

117. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 9 10
7 : 3 6 9 11
8 : 4 5 10 11
9 : 4 6 7 11
10 : 5 6 8 11
11 : 7 8 9 10

118. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 9 10
7 : 3 6 10 11
8 : 4 5 9 11
9 : 4 6 8 11
10 : 5 6 7 11
11 : 7 8 9 10

119. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 9 11
7 : 3 6 9 11
8 : 4 5 10 11
9 : 4 6 7 10
10 : 5 8 9 11
11 : 6 7 8 10

120. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 9 11
7 : 3 6 10 11
8 : 4 5 9 10
9 : 4 6 8 11
10 : 5 7 8 11
11 : 6 7 9 10

121. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 9 11
7 : 3 6 10 11
8 : 4 5 9 11
9 : 4 6 8 10
10 : 5 7 9 11
11 : 6 7 8 10

122. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 10 11
7 : 3 6 9 11
8 : 4 5 9 10
9 : 4 7 8 11
10 : 5 6 8 11
11 : 6 7 9 10

123. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 7 10 11
7 : 3 6 9 11
8 : 4 5 9 11
9 : 4 7 8 10
10 : 5 6 9 11
11 : 6 7 8 10

124. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 8 9 10
7 : 3 9 10 11
8 : 4 5 6 11
9 : 4 6 7 11
10 : 5 6 7 11
11 : 7 8 9 10

125. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 8 9 11
7 : 3 8 10 11
8 : 4 5 6 7
9 : 4 6 10 11
10 : 5 7 9 11
11 : 6 7 9 10

126. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 8 9 11
7 : 3 9 10 11
8 : 4 5 6 10
9 : 4 6 7 11
10 : 5 7 8 11
11 : 6 7 9 10

127. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 8 9 11
7 : 3 9 10 11
8 : 4 5 6 11
9 : 4 6 7 10
10 : 5 7 9 11
11 : 6 7 8 10

128. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 8 10 11
7 : 3 8 9 11
8 : 4 5 6 7
9 : 4 7 10 11
10 : 5 6 9 11
11 : 6 7 9 10

129. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 8 10 11
7 : 3 9 10 11
8 : 4 5 6 11
9 : 4 7 10 11
10 : 5 6 7 9
11 : 6 7 8 9

130. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 8 10
6 : 2 9 10 11
7 : 3 9 10 11
8 : 4 5 9 11
9 : 4 6 7 8
10 : 5 6 7 11
11 : 6 7 8 10

131. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 8 9
7 : 3 6 8 10
8 : 4 6 7 11
9 : 4 6 10 11
10 : 5 7 9 11
11 : 5 8 9 10

132. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 8 9
7 : 3 6 10 11
8 : 4 6 9 10
9 : 4 6 8 11
10 : 5 7 8 11
11 : 5 7 9 10

133. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 8 9
7 : 3 6 10 11
8 : 4 6 10 11
9 : 4 6 10 11
10 : 5 7 8 9
11 : 5 7 8 9

134. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 8 10
7 : 3 6 8 9
8 : 4 6 7 11
9 : 4 7 10 11
10 : 5 6 9 11
11 : 5 8 9 10

135. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 8 10
7 : 3 6 8 11
8 : 4 6 7 9
9 : 4 8 10 11
10 : 5 6 9 11
11 : 5 7 9 10

136. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 8 10
7 : 3 6 9 11
8 : 4 6 9 10
9 : 4 7 8 11
10 : 5 6 8 11
11 : 5 7 9 10

137. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 8 10
7 : 3 6 9 11
8 : 4 6 9 11
9 : 4 7 8 10
10 : 5 6 9 11
11 : 5 7 8 10

138. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 8 10
7 : 3 6 9 11
8 : 4 6 10 11
9 : 4 7 10 11
10 : 5 6 8 9
11 : 5 7 8 9

139. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 10 11
7 : 3 6 8 9
8 : 4 7 9 10
9 : 4 7 8 11
10 : 5 6 8 11
11 : 5 6 9 10

140. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 7 10 11
7 : 3 6 8 9
8 : 4 7 10 11
9 : 4 7 10 11
10 : 5 6 8 9
11 : 5 6 8 9

141. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 8 9 10
7 : 3 8 9 10
8 : 4 6 7 11
9 : 4 6 7 11
10 : 5 6 7 11
11 : 5 8 9 10

142. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 8 9 10
7 : 3 8 9 11
8 : 4 6 7 10
9 : 4 6 7 11
10 : 5 6 8 11
11 : 5 7 9 10

143. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 8 9 10
7 : 3 8 10 11
8 : 4 6 7 9
9 : 4 6 8 11
10 : 5 6 7 11
11 : 5 7 9 10

144. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 8 9 10
7 : 3 8 10 11
8 : 4 6 7 11
9 : 4 6 10 11
10 : 5 6 7 9
11 : 5 7 8 9

145. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 8 10 11
7 : 3 8 9 10
8 : 4 6 7 9
9 : 4 7 8 11
10 : 5 6 7 11
11 : 5 6 9 10

146. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 8 9
5 : 1 3 10 11
6 : 2 8 10 11
7 : 3 8 9 10
8 : 4 6 7 11
9 : 4 7 10 11
10 : 5 6 7 9
11 : 5 6 8 9

147. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 8
5 : 1 6 9 10
6 : 2 5 9 10
7 : 3 4 9 11
8 : 3 4 10 11
9 : 5 6 7 11
10 : 5 6 8 11
11 : 7 8 9 10

148. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 8
5 : 1 6 9 10
6 : 2 5 9 11
7 : 3 4 9 10
8 : 3 4 10 11
9 : 5 6 7 11
10 : 5 7 8 11
11 : 6 8 9 10

149. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 8
5 : 1 7 9 10
6 : 2 9 10 11
7 : 3 4 5 11
8 : 3 4 9 10
9 : 5 6 8 11
10 : 5 6 8 11
11 : 6 7 9 10

150. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 8
5 : 1 9 10 11
6 : 2 9 10 11
7 : 3 4 9 10
8 : 3 4 9 11
9 : 5 6 7 8
10 : 5 6 7 11
11 : 5 6 8 10

151. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 7 10
6 : 2 5 8 9
7 : 3 4 5 11
8 : 3 6 10 11
9 : 4 6 10 11
10 : 5 8 9 11
11 : 7 8 9 10

152. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 7 10
6 : 2 5 8 10
7 : 3 4 5 11
8 : 3 6 9 11
9 : 4 8 10 11
10 : 5 6 9 11
11 : 7 8 9 10

153. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 7 10
6 : 2 5 8 11
7 : 3 4 5 11
8 : 3 6 9 10
9 : 4 8 10 11
10 : 5 8 9 11
11 : 6 7 9 10

154. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 7 10
6 : 2 5 10 11
7 : 3 4 5 11
8 : 3 9 10 11
9 : 4 8 10 11
10 : 5 6 8 9
11 : 6 7 8 9

155. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 9
6 : 2 5 8 10
7 : 3 4 10 11
8 : 3 5 6 11
9 : 4 5 10 11
10 : 6 7 9 11
11 : 7 8 9 10

156. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 9
6 : 2 5 10 11
7 : 3 4 10 11
8 : 3 5 9 10
9 : 4 5 8 11
10 : 6 7 8 11
11 : 6 7 9 10

157. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 9
6 : 2 5 10 11
7 : 3 4 10 11
8 : 3 5 10 11
9 : 4 5 10 11
10 : 6 7 8 9
11 : 6 7 8 9

158. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 8 11
7 : 3 4 10 11
8 : 3 5 6 9
9 : 4 8 10 11
10 : 5 7 9 11
11 : 6 7 9 10

159. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 9 10
7 : 3 4 10 11
8 : 3 5 9 11
9 : 4 6 8 11
10 : 5 6 7 11
11 : 7 8 9 10

160. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 9 11
7 : 3 4 8 10
8 : 3 5 7 11
9 : 4 6 10 11
10 : 5 7 9 11
11 : 6 8 9 10

161. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 9 11
7 : 3 4 8 11
8 : 3 5 7 10
9 : 4 6 10 11
10 : 5 8 9 11
11 : 6 7 9 10

162. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 9 11
7 : 3 4 10 11
8 : 3 5 9 10
9 : 4 6 8 11
10 : 5 7 8 11
11 : 6 7 9 10

163. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 9 11
7 : 3 4 10 11
8 : 3 5 9 11
9 : 4 6 8 10
10 : 5 7 9 11
11 : 6 7 8 10

164. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 9 11
7 : 3 4 10 11
8 : 3 5 10 11
9 : 4 6 10 11
10 : 5 7 8 9
11 : 6 7 8 9

165. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 10 11
7 : 3 4 9 10
8 : 3 5 9 11
9 : 4 7 8 11
10 : 5 6 7 11
11 : 6 8 9 10

166. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 10 11
7 : 3 4 9 11
8 : 3 5 9 11
9 : 4 7 8 10
10 : 5 6 9 11
11 : 6 7 8 10

167. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 10 11
7 : 3 4 9 11
8 : 3 5 10 11
9 : 4 7 10 11
10 : 5 6 8 9
11 : 6 7 8 9

168. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 8 10
6 : 2 5 10 11
7 : 3 4 10 11
8 : 3 5 9 11
9 : 4 8 10 11
10 : 5 6 7 9
11 : 6 7 8 9

169. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 6 10 11
6 : 2 5 10 11
7 : 3 4 8 10
8 : 3 7 9 11
9 : 4 8 10 11
10 : 5 6 7 9
11 : 5 6 8 9

170. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 7 8 10
6 : 2 8 9 10
7 : 3 4 5 11
8 : 3 5 6 11
9 : 4 6 10 11
10 : 5 6 9 11
11 : 7 8 9 10

171. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 7 8 10
6 : 2 9 10 11
7 : 3 4 5 11
8 : 3 5 9 10
9 : 4 6 8 11
10 : 5 6 8 11
11 : 6 7 9 10

172. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 7 8 10
6 : 2 9 10 11
7 : 3 4 5 11
8 : 3 5 9 11
9 : 4 6 8 10
10 : 5 6 9 11
11 : 6 7 8 10

173. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 7 10 11
6 : 2 8 9 10
7 : 3 4 5 10
8 : 3 6 9 11
9 : 4 6 8 11
10 : 5 6 7 11
11 : 5 8 9 10

174. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 7 10 11
6 : 2 8 9 10
7 : 3 4 5 11
8 : 3 6 10 11
9 : 4 6 10 11
10 : 5 6 8 9
11 : 5 7 8 9

175. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 7 10 11
6 : 2 8 10 11
7 : 3 4 5 10
8 : 3 6 9 11
9 : 4 8 10 11
10 : 5 6 7 9
11 : 5 6 8 9

176. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 8 9 10
6 : 2 8 9 10
7 : 3 4 10 11
8 : 3 5 6 11
9 : 4 5 6 11
10 : 5 6 7 11
11 : 7 8 9 10

177. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 8 9 10
6 : 2 8 9 11
7 : 3 4 10 11
8 : 3 5 6 10
9 : 4 5 6 11
10 : 5 7 8 11
11 : 6 7 9 10

178. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 8 9 10
6 : 2 8 10 11
7 : 3 4 9 11
8 : 3 5 6 11
9 : 4 5 7 10
10 : 5 6 9 11
11 : 6 7 8 10

179. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 8 9 10
6 : 2 8 10 11
7 : 3 4 10 11
8 : 3 5 6 9
9 : 4 5 8 11
10 : 5 6 7 11
11 : 6 7 9 10

180. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 8 9 10
6 : 2 8 10 11
7 : 3 4 10 11
8 : 3 5 6 11
9 : 4 5 10 11
10 : 5 6 7 9
11 : 6 7 8 9

181. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 8 10 11
6 : 2 8 10 11
7 : 3 4 10 11
8 : 3 5 6 9
9 : 4 8 10 11
10 : 5 6 7 9
11 : 5 6 7 9

182. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 7 9
5 : 1 8 10 11
6 : 2 9 10 11
7 : 3 4 10 11
8 : 3 5 9 10
9 : 4 6 8 11
10 : 5 6 7 8
11 : 5 6 7 9

183. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 8
6 : 2 5 9 10
7 : 3 5 9 11
8 : 3 5 10 11
9 : 4 6 7 11
10 : 4 6 8 11
11 : 7 8 9 10

184. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 8
6 : 2 5 9 11
7 : 3 5 9 10
8 : 3 5 10 11
9 : 4 6 7 11
10 : 4 7 8 11
11 : 6 8 9 10

185. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 8
6 : 2 5 9 11
7 : 3 5 9 11
8 : 3 5 10 11
9 : 4 6 7 10
10 : 4 8 9 11
11 : 6 7 8 10

186. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 8
6 : 2 5 9 11
7 : 3 5 10 11
8 : 3 5 10 11
9 : 4 6 10 11
10 : 4 7 8 9
11 : 6 7 8 9

187. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 9
6 : 2 5 8 10
7 : 3 5 8 11
8 : 3 6 7 11
9 : 4 5 10 11
10 : 4 6 9 11
11 : 7 8 9 10

188. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 9
6 : 2 5 8 10
7 : 3 5 9 11
8 : 3 6 10 11
9 : 4 5 7 11
10 : 4 6 8 11
11 : 7 8 9 10

189. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 9
6 : 2 5 8 10
7 : 3 5 10 11
8 : 3 6 9 11
9 : 4 5 8 11
10 : 4 6 7 11
11 : 7 8 9 10

190. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 9
6 : 2 5 8 11
7 : 3 5 8 10
8 : 3 6 7 11
9 : 4 5 10 11
10 : 4 7 9 11
11 : 6 8 9 10

191. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 9
6 : 2 5 8 11
7 : 3 5 8 11
8 : 3 6 7 10
9 : 4 5 10 11
10 : 4 8 9 11
11 : 6 7 9 10

192. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 9
6 : 2 5 8 11
7 : 3 5 9 10
8 : 3 6 10 11
9 : 4 5 7 11
10 : 4 7 8 11
11 : 6 8 9 10

193. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 9
6 : 2 5 8 11
7 : 3 5 9 11
8 : 3 6 10 11
9 : 4 5 7 10
10 : 4 8 9 11
11 : 6 7 8 10

194. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 7 8
4 : 1 2 9 10
5 : 1 6 7 9
6 : 2 5 8 11
7 : 3 5 10 11
8 : 3 6 9 10
9 : 4 5 8 11
10 : 4 7 8 11
11 : 6 7 9 10

