
1. Graph gelesen

1 : 2 3 4 5
6 : 2 3 8 10
7 : 4 5 10 11
8 : 4 6 11 12
9 : 5 10 11 12
10 : 6 7 9 12
11 : 7 8 9 12
12 : 8 9 10 11

297. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 8 10
7 : 4 5 11 12
8 : 4 6 11 12
9 : 5 10 11 12
10 : 6 9 11 12
11 : 7 8 9 10
12 : 7 8 9 10

298. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 8 9
8 : 4 7 10 12
9 : 5 7 11 12
10 : 6 8 11 12
11 : 6 9 10 12
12 : 8 9 10 11

299. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 8 10
8 : 4 7 9 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 6 9 10 12
12 : 8 9 10 11

300. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 8 10
8 : 4 7 11 12
9 : 5 10 11 12
10 : 6 7 9 12
11 : 6 8 9 12
12 : 8 9 10 11

301. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 8 12
8 : 4 7 9 10
9 : 5 8 11 12
10 : 6 8 11 12
11 : 6 9 10 12
12 : 7 9 10 11

302. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 8 12
8 : 4 7 10 11
9 : 5 10 11 12
10 : 6 8 9 12
11 : 6 8 9 12
12 : 7 9 10 11

303. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 8 12
8 : 4 7 10 12
9 : 5 10 11 12
10 : 6 8 9 11
11 : 6 9 10 12
12 : 7 8 9 11

304. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 10 11
8 : 4 9 10 12
9 : 5 8 11 12
10 : 6 7 8 12
11 : 6 7 9 12
12 : 8 9 10 11

305. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 10 12
8 : 4 9 10 11
9 : 5 8 11 12
10 : 6 7 8 12
11 : 6 8 9 12
12 : 7 9 10 11

306. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 10 12
8 : 4 9 10 12
9 : 5 8 11 12
10 : 6 7 8 11
11 : 6 9 10 12
12 : 7 8 9 11

307. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 10 12
8 : 4 9 11 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 6 8 9 10
12 : 7 8 9 10

308. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 7 9
6 : 2 3 10 11
7 : 4 5 10 12
8 : 4 10 11 12
9 : 5 10 11 12
10 : 6 7 8 9
11 : 6 8 9 12
12 : 7 8 9 11

309. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 3 11 12
7 : 4 8 9 10
8 : 4 7 9 11
9 : 5 7 8 12
10 : 5 7 11 12
11 : 6 8 10 12
12 : 6 9 10 11

310. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 3 11 12
7 : 4 8 9 10
8 : 4 7 11 12
9 : 5 7 10 11
10 : 5 7 9 12
11 : 6 8 9 12
12 : 6 8 10 11

311. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 3 11 12
7 : 4 8 9 10
8 : 4 7 11 12
9 : 5 7 11 12
10 : 5 7 11 12
11 : 6 8 9 10
12 : 6 8 9 10

312. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 3 11 12
7 : 4 8 9 11
8 : 4 7 10 12
9 : 5 7 10 11
10 : 5 8 9 12
11 : 6 7 9 12
12 : 6 8 10 11

313. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 3 11 12
7 : 4 8 9 11
8 : 4 7 10 12
9 : 5 7 10 12
10 : 5 8 9 11
11 : 6 7 10 12
12 : 6 8 9 11

314. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 3 11 12
7 : 4 8 9 11
8 : 4 7 10 12
9 : 5 7 11 12
10 : 5 8 11 12
11 : 6 7 9 10
12 : 6 8 9 10

315. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 6
4 : 1 2 7 8
5 : 1 3 9 10
6 : 2 3 11 12
7 : 4 9 10 11
8 : 4 9 11 12
9 : 5 7 8 12
10 : 5 7 11 12
11 : 6 7 8 10
12 : 6 8 9 10

316. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 7
5 : 1 3 4 6
6 : 2 5 8 9
7 : 3 4 10 11
8 : 6 10 11 12
9 : 6 10 11 12
10 : 7 8 9 12
11 : 7 8 9 12
12 : 8 9 10 11

317. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 7
5 : 1 3 4 8
6 : 2 7 9 10
7 : 3 4 6 11
8 : 5 9 10 12
9 : 6 8 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

318. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 7
5 : 1 3 4 8
6 : 2 8 9 10
7 : 3 4 9 11
8 : 5 6 10 12
9 : 6 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

319. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 7
5 : 1 3 4 8
6 : 2 8 9 10
7 : 3 4 9 11
8 : 5 6 11 12
9 : 6 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

320. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 7
5 : 1 3 4 8
6 : 2 9 10 11
7 : 3 4 9 10
8 : 5 9 11 12
9 : 6 7 8 12
10 : 6 7 11 12
11 : 6 8 10 12
12 : 8 9 10 11

321. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 7
5 : 1 3 4 8
6 : 2 9 10 11
7 : 3 4 9 12
8 : 5 10 11 12
9 : 6 7 10 11
10 : 6 8 9 12
11 : 6 8 9 12
12 : 7 8 10 11

322. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 7
5 : 1 3 4 8
6 : 2 9 10 11
7 : 3 4 9 12
8 : 5 10 11 12
9 : 6 7 10 12
10 : 6 8 9 11
11 : 6 8 10 12
12 : 7 8 9 11

323. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 8 10
7 : 3 6 9 11
8 : 4 6 10 12
9 : 5 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

324. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 8 10
7 : 3 6 9 11
8 : 4 6 11 12
9 : 5 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

325. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 8 10
7 : 3 6 10 11
8 : 4 6 11 12
9 : 5 10 11 12
10 : 6 7 9 12
11 : 7 8 9 12
12 : 8 9 10 11

326. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 8 10
7 : 3 6 11 12
8 : 4 6 11 12
9 : 5 10 11 12
10 : 6 9 11 12
11 : 7 8 9 10
12 : 7 8 9 10

327. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 9 10
7 : 3 6 8 11
8 : 4 7 10 12
9 : 5 6 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

328. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 9 10
7 : 3 6 8 11
8 : 4 7 11 12
9 : 5 6 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

329. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 9 10
7 : 3 6 10 11
8 : 4 9 11 12
9 : 5 6 8 12
10 : 6 7 11 12
11 : 7 8 10 12
12 : 8 9 10 11

330. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 9 10
7 : 3 6 10 11
8 : 4 10 11 12
9 : 5 6 11 12
10 : 6 7 8 12
11 : 7 8 9 12
12 : 8 9 10 11

331. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 9 10
7 : 3 6 11 12
8 : 4 9 10 11
9 : 5 6 8 12
10 : 6 8 11 12
11 : 7 8 10 12
12 : 7 9 10 11

332. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 9 10
7 : 3 6 11 12
8 : 4 10 11 12
9 : 5 6 10 11
10 : 6 8 9 12
11 : 7 8 9 12
12 : 7 8 10 11

333. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 9 10
7 : 3 6 11 12
8 : 4 10 11 12
9 : 5 6 11 12
10 : 6 8 11 12
11 : 7 8 9 10
12 : 7 8 9 10

334. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 10 11
7 : 3 6 10 11
8 : 4 9 10 12
9 : 5 8 11 12
10 : 6 7 8 12
11 : 6 7 9 12
12 : 8 9 10 11

335. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 10 11
7 : 3 6 10 12
8 : 4 9 10 11
9 : 5 8 11 12
10 : 6 7 8 12
11 : 6 8 9 12
12 : 7 9 10 11

336. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 10 11
7 : 3 6 10 12
8 : 4 9 10 12
9 : 5 8 11 12
10 : 6 7 8 11
11 : 6 9 10 12
12 : 7 8 9 11

337. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 7 10 11
7 : 3 6 10 12
8 : 4 10 11 12
9 : 5 10 11 12
10 : 6 7 8 9
11 : 6 8 9 12
12 : 7 8 9 11

338. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 9 10 11
7 : 3 8 10 11
8 : 4 7 10 12
9 : 5 6 11 12
10 : 6 7 8 12
11 : 6 7 9 12
12 : 8 9 10 11

339. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 9 10 11
7 : 3 8 10 12
8 : 4 7 10 12
9 : 5 6 11 12
10 : 6 7 8 11
11 : 6 9 10 12
12 : 7 8 9 11

340. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 9 10 11
7 : 3 10 11 12
8 : 4 10 11 12
9 : 5 6 10 12
10 : 6 7 8 9
11 : 6 7 8 12
12 : 7 8 9 11

341. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 5 8
5 : 1 3 4 9
6 : 2 10 11 12
7 : 3 10 11 12
8 : 4 10 11 12
9 : 5 10 11 12
10 : 6 7 8 9
11 : 6 7 8 9
12 : 6 7 8 9

342. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 7
5 : 1 3 8 9
6 : 2 4 8 10
7 : 3 4 9 11
8 : 5 6 10 12
9 : 5 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

343. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 7
5 : 1 3 8 9
6 : 2 4 8 10
7 : 3 4 9 11
8 : 5 6 11 12
9 : 5 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

344. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 7
5 : 1 3 8 9
6 : 2 4 8 10
7 : 3 4 11 12
8 : 5 6 9 11
9 : 5 8 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 7 9 10 11

345. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 7
5 : 1 3 8 9
6 : 2 4 8 10
7 : 3 4 11 12
8 : 5 6 11 12
9 : 5 10 11 12
10 : 6 9 11 12
11 : 7 8 9 10
12 : 7 8 9 10

346. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 7
5 : 1 3 8 9
6 : 2 4 10 11
7 : 3 4 8 10
8 : 5 7 9 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 6 9 10 12
12 : 8 9 10 11

347. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 7
5 : 1 3 8 9
6 : 2 4 10 11
7 : 3 4 8 10
8 : 5 7 11 12
9 : 5 10 11 12
10 : 6 7 9 12
11 : 6 8 9 12
12 : 8 9 10 11

348. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 7
5 : 1 3 8 9
6 : 2 4 10 11
7 : 3 4 8 12
8 : 5 7 9 10
9 : 5 8 11 12
10 : 6 8 11 12
11 : 6 9 10 12
12 : 7 9 10 11

349. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 7
5 : 1 3 8 9
6 : 2 4 10 11
7 : 3 4 8 12
8 : 5 7 10 11
9 : 5 10 11 12
10 : 6 8 9 12
11 : 6 8 9 12
12 : 7 9 10 11

350. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 7
5 : 1 3 8 9
6 : 2 4 10 11
7 : 3 4 8 12
8 : 5 7 10 12
9 : 5 10 11 12
10 : 6 8 9 11
11 : 6 9 10 12
12 : 7 8 9 11

351. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 8 9 11
8 : 4 7 10 12
9 : 5 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

352. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 8 9 11
8 : 4 7 11 12
9 : 5 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

353. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 8 10 11
8 : 4 7 9 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 7 9 10 12
12 : 8 9 10 11

354. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 8 10 11
8 : 4 7 11 12
9 : 5 10 11 12
10 : 6 7 9 12
11 : 7 8 9 12
12 : 8 9 10 11

355. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 8 11 12
8 : 4 7 11 12
9 : 5 10 11 12
10 : 6 9 11 12
11 : 7 8 9 10
12 : 7 8 9 10

356. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 9 10 11
8 : 4 10 11 12
9 : 5 7 11 12
10 : 6 7 8 12
11 : 7 8 9 12
12 : 8 9 10 11

357. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 9 11 12
8 : 4 10 11 12
9 : 5 7 10 11
10 : 6 8 9 12
11 : 7 8 9 12
12 : 7 8 10 11

358. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 9 11 12
8 : 4 10 11 12
9 : 5 7 11 12
10 : 6 8 11 12
11 : 7 8 9 10
12 : 7 8 9 10

359. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 10 11 12
8 : 4 9 11 12
9 : 5 8 10 11
10 : 6 7 9 12
11 : 7 8 9 12
12 : 7 8 10 11

360. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 6 9
6 : 2 4 5 10
7 : 3 10 11 12
8 : 4 9 11 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 7 8 9 10
12 : 7 8 9 10

361. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 8 10
7 : 3 5 9 11
8 : 4 6 10 12
9 : 5 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

362. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 8 10
7 : 3 5 9 11
8 : 4 6 11 12
9 : 5 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

363. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 8 10
7 : 3 5 10 11
8 : 4 6 9 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 7 9 10 12
12 : 8 9 10 11

364. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 8 10
7 : 3 5 10 11
8 : 4 6 11 12
9 : 5 10 11 12
10 : 6 7 9 12
11 : 7 8 9 12
12 : 8 9 10 11

365. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 8 10
7 : 3 5 11 12
8 : 4 6 11 12
9 : 5 10 11 12
10 : 6 9 11 12
11 : 7 8 9 10
12 : 7 8 9 10

366. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 9 10
7 : 3 5 8 11
8 : 4 7 10 12
9 : 5 6 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

367. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 9 10
7 : 3 5 8 11
8 : 4 7 11 12
9 : 5 6 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

368. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 9 10
7 : 3 5 10 11
8 : 4 9 11 12
9 : 5 6 8 12
10 : 6 7 11 12
11 : 7 8 10 12
12 : 8 9 10 11

369. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 9 10
7 : 3 5 10 11
8 : 4 10 11 12
9 : 5 6 11 12
10 : 6 7 8 12
11 : 7 8 9 12
12 : 8 9 10 11

370. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 9 10
7 : 3 5 11 12
8 : 4 9 10 11
9 : 5 6 8 12
10 : 6 8 11 12
11 : 7 8 10 12
12 : 7 9 10 11

371. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 9 10
7 : 3 5 11 12
8 : 4 10 11 12
9 : 5 6 10 11
10 : 6 8 9 12
11 : 7 8 9 12
12 : 7 8 10 11

372. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 9 10
7 : 3 5 11 12
8 : 4 10 11 12
9 : 5 6 11 12
10 : 6 8 11 12
11 : 7 8 9 10
12 : 7 8 9 10

373. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 10 11
7 : 3 5 10 11
8 : 4 9 10 12
9 : 5 8 11 12
10 : 6 7 8 12
11 : 6 7 9 12
12 : 8 9 10 11

374. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 10 11
7 : 3 5 10 12
8 : 4 9 10 11
9 : 5 8 11 12
10 : 6 7 8 12
11 : 6 8 9 12
12 : 7 9 10 11

375. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 10 11
7 : 3 5 10 12
8 : 4 9 10 12
9 : 5 8 11 12
10 : 6 7 8 11
11 : 6 9 10 12
12 : 7 8 9 11

376. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 10 11
7 : 3 5 10 12
8 : 4 9 11 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 6 8 9 10
12 : 7 8 9 10

377. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 7 9
6 : 2 4 10 11
7 : 3 5 10 12
8 : 4 10 11 12
9 : 5 10 11 12
10 : 6 7 8 9
11 : 6 8 9 12
12 : 7 8 9 11

378. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 8 9
6 : 2 4 7 10
7 : 3 6 9 11
8 : 4 5 10 12
9 : 5 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

379. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 8 9
6 : 2 4 7 10
7 : 3 6 9 11
8 : 4 5 11 12
9 : 5 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

380. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 8 9
6 : 2 4 7 10
7 : 3 6 10 11
8 : 4 5 11 12
9 : 5 10 11 12
10 : 6 7 9 12
11 : 7 8 9 12
12 : 8 9 10 11

381. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 8 9
6 : 2 4 7 10
7 : 3 6 11 12
8 : 4 5 11 12
9 : 5 10 11 12
10 : 6 9 11 12
11 : 7 8 9 10
12 : 7 8 9 10

382. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 8 9
6 : 2 4 9 10
7 : 3 8 10 11
8 : 4 5 7 12
9 : 5 6 11 12
10 : 6 7 11 12
11 : 7 9 10 12
12 : 8 9 10 11

383. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 8 9
6 : 2 4 9 10
7 : 3 9 10 11
8 : 4 5 11 12
9 : 5 6 7 12
10 : 6 7 11 12
11 : 7 8 10 12
12 : 8 9 10 11

384. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 8 9
6 : 2 4 9 10
7 : 3 9 11 12
8 : 4 5 10 11
9 : 5 6 7 12
10 : 6 8 11 12
11 : 7 8 10 12
12 : 7 9 10 11

385. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 6
3 : 1 2 5 7
4 : 1 2 6 8
5 : 1 3 8 9
6 : 2 4 9 10
7 : 3 10 11 12
8 : 4 5 10 11
9 : 5 6 11 12
10 : 6 7 8 12
11 : 7 8 9 12
12 : 7 9 10 11

